_TRI_FACILITY_EZ.TRI_FACILITY_ID,V_TRI_FACILITY_EZ.FACILITY_NAME,V_TRI_FACILITY_EZ.STREET_ADDRESS,V_TRI_FACILITY_EZ.CITY_NAME,V_TRI_FACILITY_EZ.COUNTY_NAME,V_TRI_FACILITY_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_FACILITY_EZ.STATE_ABBR,V_TRI_FACILITY_EZ.ZIP_CODE,V_TRI_FACILITY_EZ.REGION,V_TRI_FACILITY_EZ.FAC_CLOSED_IND,V_TRI_FACILITY_EZ.MAIL_NAME,V_TRI_FACILITY_EZ.MAIL_STREET_ADDRESS,V_TRI_FACILITY_EZ.MAIL_CITY,V_TRI_FACILITY_EZ.MAIL_STATE_ABBR,V_TRI_FACILITY_EZ.MAIL_COUNTRY,V_TRI_FACILITY_EZ.MAIL_ZIP_CODE,V_TRI_FACILITY_EZ.ASGN_AGENCY,V_TRI_FACILITY_EZ.ASGN_FEDERAL_IND,V_TRI_FACILITY_EZ.PARENT_CO_DB_NUM,V_TRI_FACILITY_EZ.PARENT_CO_NAME,V_TRI_FACILITY_EZ.STANDARDIZED_PARENT_COMPANY,V_TRI_FACILITY_EZ.ASGN_PARTIAL_IND,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FACILITY_EZ.REGISTRY_ID,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE_EXT,V_TRI_FACILITY_EZ.LATITUDE,V_TRI_FACILITY_EZ.LONGITUDE,V_TRI_FACILITY_EZ.REF_POINT_DESC,V_TRI_FACILITY_EZ.REF_POINT_CODE,V_TRI_FACILITY_EZ.COLLECT_DESC,V_TRI_FACILITY_EZ.COLLECT_MTH_CODE,V_TRI_FACILITY_EZ.ACCURACY_VALUE,V_TRI_FACILITY_EZ.ACCURACY_SCORE,V_TRI_FACILITY_EZ.HDATUM_DESC,V_TRI_FACILITY_EZ.SCALE,V_TRI_FACILITY_EZ.SOURCE_DESC,V_TRI_FACILITY_EZ.SOURCE_CODE,V_TRI_FACILITY_EZ.CONVEYOR,V_TRI_FACILITY_EZ.BIA_CODE,V_TRI_FACILITY_EZ.TRIBE
60641RKXRY3250N,EUREKA X-RAY TUBE INC,3250 N KILPATRICK AVE,CHICAGO,COOK,17031,IL,60641,5,1,EUREKA X-RAY TUBE INC,3250 N KILPATRICK AVE,CHICAGO,IL,,60641,,C,NA,SIEMENS MEDICAL INSTRUMENTATION INC,,0,D. ERNEST HINDS,7083945800,,1.10002E+11,,41.94028,-87.74393,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
6062WGLBLM2825W,GLOBAL MATERIAL TECHNOLOGIES INC,2825 W 31ST ST,CHICAGO,COOK,17031,IL,60623,5,0,GLOBAL MATERIAL TECHNOLOGIES INC,2825 W 31ST ST,CHICAGO,IL,,60623,,C,,No US Parent,NA,0,STEVEN BOUSE,7732476000,STEVEB@GMT-INC.COM,1.10012E+11,103,41.83684,-87.69619,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60619BSCHD7740S,BOSCH DIE CASTING INC,7740 S CHICAGO AVE,CHICAGO,COOK,17031,IL,60619,5,0,BOSCH DIE CASTING INC,7740 S CHICAGO AVE,CHICAGO,IL,,60619,,C,NA,No US Parent,,0,HEINZ BORK,3127341323,,1.10002E+11,,41.753679,-87.592038,UNKNOWN,1,UNKNOWN,27,11000,99999999,NAD83,,,,FRS-TRIS,,
60623WYCKF3200S,WYCKOFF STEEL INC,3200 S KEDZIE AVE,CHICAGO,COOK,17031,IL,60623,5,1,WYCKOFF STEEL INC,3200 S KEDZIE AVE,CHICAGO,IL,,60623,,C,NA,No US Parent,,0,EUGENE MARSH,3122476700,,1.10002E+11,,41.83499,-87.70474,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60607SCSTM610SC,US CUSTOMS HOUSE FIRING RANGE,610 S CANAL ST LOWER PENTHOUSE,CHICAGO,COOK,17031,IL,60607,5,0,CUSTOMS & BORDER PROTECTION SAFETY BRANCH,6650 TELECOMSUITE 100,INDIANAPOLIS,IN,,46278,DHS,F,NA,US DEPARTMENT OF HOMELAND SECURITY,,0,JAMES BRITT,3176144832,,1.10006E+11,,41.874284,-87.639464,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60657PPLTN1701W,APPLETON ELECTRIC CO,1701 W WELLINGTON AVE,CHICAGO,COOK,17031,IL,60657,5,0,APPLETON ELECTRIC CO,1701 W WELLINGTON AVE,CHICAGO,IL,,60657,,C,6269633,EMERSON ELECTRIC CO,,0,GUS B. NEILL,3123277200,,1.10002E+11,,41.93602,-87.6712,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60609CPSYS1548W,CP SYSTEMS INC,1548 W 38TH ST,CHICAGO,COOK,17031,IL,60609,5,0,CP SYSTEMS INC,1548 W 38TH ST,CHICAGO,IL,,60609,,C,NA,No US Parent,,0,RICHARD MUSIL,3122477500,,1.10001E+11,,41.825028,-87.66426,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60624BLWHT3825W,ABLE CASTINGS INC,3825 W LAKE ST,CHICAGO,COOK,17031,IL,606241826,5,0,ABLE CASTINGS INC,3825 W LAKE ST,CHICAGO,IL,,60624-1826,,C,61224374,METROPOLIS METAL SPINNING & STAMPING,,0,BILL PEIFFER,3122650224,,1.10001E+11,,41.8852,-87.72199,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60608MRSCM2857S,ENGINEERED GLASS PRODUCTS LLC,2857 S HALSTED,CHICAGO,COOK,17031,IL,60608,5,0,ENGINEERED GLASS PRODUCTS LLC,2857 S HALSTED,CHICAGO,IL,,60608,,C,6944334,KOCH INDUSTRIES INC,KOCH INDUSTRIES INC,0,CHRIS HOBBS,3123264710,CHRISH@EGPGLASS.COM,1.1E+11,253,41.841933,-87.646052,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
6060WSHLND1556W,ASHLAND COLD STORAGE CO,1556 WEST 43RD STREET,CHICAGO,COOK,17031,IL,60609,5,0,ASHLAND COLD STORAGE CO,1556 WEST 43RD STREET,CHICAGO,IL,,60609,,C,,No US Parent,NA,0,LOUIS AMARO,7083054889,LAMARO@ASHLANDCOLDSTORAGE.COM,1.10001E+11,526,41.815833,-87.663333,PLANT ENTRANCE (GENERAL),2,INTERPOLATION-PHOTO,19,25,99999999,NAD83,24000,,,FRS-TRIS,,
60632RNNC04831S,RIN INC,4831 S WHIPPLE ST,CHICAGO,COOK,17031,IL,606322025,5,0,RIN INC,4831 S WHIPPLE ST,CHICAGO,IL,,60632-2025,,C,NA,No US Parent,,0,ANDREW NEULANDER,7735233100,,1.1E+11,,41.80533,-87.70022,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60616GNRLP1700S,GENERAL PACKAGING PRODUCTS INC,1700 S CANAL ST,CHICAGO,COOK,17031,IL,60616,5,0,GENERAL PACKAGING PRODUCTS INC,1700 S CANAL ST,CHICAGO,IL,,60616,,C,NA,No US Parent,,0,JOSEPH A  BUNCH,3122265611,,1.1E+11,,41.85892,-87.63948,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60618CTNGS3067N,COATINGS & CHEMICALS CORP,3067 N ELSTON AVE,CHICAGO,COOK,17031,IL,60618,5,1,AKZO NOBEL NON STICK COATINGS ATTN: MRS RENU GHANDI,521 SANTA ROSA,DES PLAINES,IL,,60016,,C,NA,No US Parent,,0,RENU K. GANDHI,8477590000,,1.1E+11,,41.93721,-87.69513,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60623MYRST2000S,MEYER STEEL DRUM INC,2000 S KILBOURN AVE,CHICAGO,COOK,17031,IL,60623,5,0,MEYER STEEL DRUM INC,2000 S KILBOURN AVE,CHICAGO,IL,,60623,,C,85350015,MEYER STEEL DRUM INC,MEYER STEEL DRUM INC,0,GREG RAPACZ,7735223030,GREG@MEYERSTEELDRUM.COM,1.1E+11,,41.85411,-87.73766,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60638FMCCR5555W,FMC CORP,5555 W 70TH PL,CHICAGO,COOK,17031,IL,60638,5,0,FMC CORP,5555 W 70TH PL,CHICAGO,IL,,60638,NA,C,9146945,FMC CORP,,0,MEGAN CONNELL,7085946433,,1.10002E+11,,41.76457,-87.76026,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60639TMTCS4940W,KLOECKNER METALS CORP,4940 W BLOOMINGDALE AVE,CHICAGO,COOK,17031,IL,60639,5,0,KLOECKNER METALS CORP,4940 W BLOOMINGDALE AVE,CHICAGO,IL,,60639,,C,NA,KLOECKNER METALS CORP,KLOECKNER METALS CORP,0,MARION BALL,6627791523,MBALL@KLOECKNERMETALS.COM,1.10001E+11,,41.91322,-87.75075,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60666PPGND12555,PPG INDUSTRIES INC SPECIALTY PRODUCT UNIT (R&D CENTER),12555 W OLD HIGGINS RD,CHICAGO,COOK,17031,IL,60666,5,1,PPG INDUSTRIES INC SPECIALTY PRODUCT UNIT (R&D CENTER),12555 W OLD HIGGINS RD,CHICAGO,IL,,60666,,C,1344803,PPG INDUSTRIES INC,,0,SCOTT A. TUFTS,4124342872,,1.10001E+11,,41.978671,-87.907908,UNKNOWN,1,UNKNOWN,27,11000,99999999,NAD83,,,,FRS-TRIS,,
60622BLLCH411NW,BELL CHEMICAL CO,411 N WOLCOTT AVE,CHICAGO,COOK,17031,IL,606226281,5,0,BELL CHEMICAL CO,411 N WOLCOTT AVE,CHICAGO,IL,,60622-6281,,C,NA,No US Parent,,0,RICHARD P KELLY,3127335960,,1.10002E+11,,41.88888,-87.67439,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60632WHBRB3650S,W H BARBER CO,3650 S HOMAN AVE,CHICAGO,COOK,17031,IL,60632,5,0,W H BARBER CO,3650 S HOMAN AVE,CHICAGO,IL,,60632,,C,155137847,W H BARBER CO,,0,THOMAS L. CORRIVEAU,3125230250,,1.10002E+11,,41.82673,-87.70931,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60608NNCHM3211S,R M LUCAS CO,3211 S WOOD ST,CHICAGO,COOK,17031,IL,60608,5,0,R M LUCAS CO,3211 S WOOD ST,CHICAGO,IL,,60608,,C,NA,No US Parent,,0,ROBERT BARRY,7735234300,,1.1E+11,,41.835582,-87.670214,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60608NGNRD929WE,ENGINEERED GLASS PRODUCTS LLC,929 W EXCHANGE AVE,CHICAGO,COOK,17031,IL,60609,5,0,ENGINEERED GLASS PRODUCTS LLC,2857 S HALSTED ST,CHICAGO,IL,,60608,,C,6944334,KOCH INDUSTRIES INC,KOCH INDUSTRIES INC,0,CHRIS HOBBS,3123264710,CHRISH@EGPGLASS.COM,1.10006E+11,253,41.818584,-87.648554,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,17,EIS,,
60644CFNDR353NL,ACE FOUNDRY CO,353 N LAMON,CHICAGO,COOK,17031,IL,60644,5,0,ACE FOUNDRY CO,353 N LAMON,CHICAGO,IL,,60644,,C,NA,No US Parent,,0,JIM ROTH,3126260227,,1.10002E+11,,41.8872,-87.74788,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60647BRTLW2320W,BERTEAU-LOWELL PLATING WORKS INC,2300-2320 W FULLERTON AVE,CHICAGO,COOK,17031,IL,60647,5,0,BERTEAU-LOWELL PLATING WORKS INC,2320 W. FULLERTON AVE.,CHICAGO,IL,,60647,,C,,No US Parent,NA,0,JAMES ELIES,7732763135,BERTEAULOWELL@AOL.COM,1.1E+11,,41.924988,-87.68521,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,150,150,NAD83,100000,,80,COMMERCIAL VENDOR,,
60614FDRLD2244N,FEDERAL DIE CASTING CO,2244 N NELSON,CHICAGO,COOK,17031,IL,60614,5,1,FEDERAL DIE CASTING CO,2244 N NELSON,CHICAGO,IL,,60614,,C,,,,0,RAYMOND CROSS SR.,3122764803,,1.10002E+11,,41.93571,-87.77673,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60614THTNG1340W,TINGSTOL CO,1340 W FULLERTON AVE,CHICAGO,COOK,17031,IL,60614,5,0,TINGSTOL CO.,1600 BISSE RD.,ELK GROVE VILLAGE,IL,,60007,,C,NA,No US Parent,,0,TOM MERGES,8474278008,,1.10001E+11,,41.92523,-87.66209,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60614PLBRC1800N,PLIBRICO CO CHICAGO PLANT,1800 N KINGSBURY ST,CHICAGO,COOK,17031,IL,60614,5,0,PLIBRICO CO CHICAGO PLANT,1800 N KINGSBURY ST,CHICAGO,IL,,60614,,C,512918,PLIBRICO CO,,0,ROBERT W. SCHAEFER JR.,3125497014,,1.10002E+11,,41.91474,-87.65739,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60632GLDGL4400S,GOLD EAGLE CO,4400 S KILDARE AVE,CHICAGO,COOK,17031,IL,60632,5,0,GOLD EAGLE CO,4400 S KILDARE AVE,CHICAGO,IL,,60632,,C,,No US Parent,NA,0,MIKE PROFETTO,7734911944,MPROFETTO@GOLDEAGLE.COM,1.1E+11,,41.813463,-87.733954,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,99999999,NAD83,,,,FRS-TRIS,,
60622PRRMT865NP,VCNA PRAIRIE LLC-YARD 1032,865 N PEORIA,CHICAGO,COOK,17031,IL,60622,5,0,VCNA PRAIRIE LLC-YARD 1032,7601 W 79TH ST,BRIDGEVIEW,IL,,60455,,C,25697343,VCNA PRAIRIE LLC,VCNA PRAIRIE LLC,0,CHAD GROFF  VP OPERATIONS,7084580400,CHAD.GROFF@VCIMENTOS.COM,1.10021E+11,,41.896622,-87.649783,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60648WLSNJ6150W,WILSON JONES CO,6150 TOUHY AVE,CHICAGO,COOK,17031,IL,60648,5,0,WILSON JONES CO,6150 TOUHY AVE,CHICAGO,IL,,60648,,C,1265768,AMERICAN BRANDS INC,,0,JIM PABIN,3125419500,,1.10002E+11,,42.01197,-87.780886,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60636CPKNC5927S,ACEPAK INC,5927 S WESTERN AVE,CHICAGO,COOK,17031,IL,60636,5,0,ACEPAK INC,5927 S WESTERN AVE,CHICAGO,IL,,60636,,C,NA,No US Parent,,0,CLARENCE J DAIGLE JR,3127784440,,1.10002E+11,,41.78541,-87.6838,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60632PRCTM4800S,PRECOAT METALS,4800 S KILBOURN AVE,CHICAGO,COOK,17031,IL,60632,5,0,PRECOAT METALS,4800 S KILBOURN AVE,CHICAGO,IL,,60632,,C,1374727,SEQUA CORP,,0,ROBERT MEAD,7732543400,,1.1E+11,,41.80549,-87.73574,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60632CNTRL2935W,CENTRAL DIE CASTING,2935 W 47TH ST,CHICAGO,COOK,17031,IL,60632,5,0,CENTRAL DIE CASTING,2935 W 47TH ST,CHICAGO,IL,,60632,,C,NA,No US Parent,,0,MIKE FOLEY,7735236515,,1.1E+11,,41.80821,-87.69821,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60617CLNHR11800,CLEAN HARBORS SERVICES INC,11800 S STONY ISLAND AVE,CHICAGO,COOK,17031,IL,60617,5,0,CLEAN HARBORS SERVICES INC,11800 S STONY ISLAND AVE,CHICAGO,IL,,60617,,C,157793639,CLEAN HARBORS INC,,0,JAMES R. LAUBSTED,7736466202,LAUBSTEDJ@CLEANHARBORS.COM,1.10001E+11,,41.682606,-87.576276,ENTRANCE POINT OF A FACILITY OR STATION,101,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60618DLTPR5313N,DELTA PRECISION CIRCUITS,5313 N RAVENSWOOD,CHICAGO,COOK,17031,IL,60618,5,0,DELTA PRECISION CIRCUITS,1370 LIVELY BLVD.,ELK GROVE VILLAGE,IL,,60007,,C,NA,No US Parent,,0,MR. PETER DAWRAVOO,8477588000,,1.10001E+11,,41.9782,-87.67436,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60635RDFLY6515W,RADIO FLYER INC,6515 W GRAND AVE,CHICAGO,COOK,17031,IL,60707,5,0,RADIO FLYER INC,6515 W GRAND AVE,CHICAGO,IL,,60707,NA,C,NA,No US Parent,,0,CAROL LAROCCO,7736377100,,1.1004E+11,,41.921932,-87.788659,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,10,10,NAD83,12000,,17,EIS,,
60607NVRSL1201W,UNIVERSAL METAL FINISHING,1201 W LAKE ST,CHICAGO,COOK,17031,IL,60607,5,0,UNIVERSAL METAL FINISHING,1201 W LAKE ST,CHICAGO,IL,,60607,,C,NA,No US Parent,,0,C.S. ROBERTS  JR.,3122435522,,1.10002E+11,,41.8855,-87.65708,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60618SWFTC3001W,SWIFT-ECKRICH INC,3001 W CORNELIA AVE,CHICAGO,COOK,17031,IL,60618,5,1,SWIFT-ECKRICH INC,3001 W CORNELIA AVE,CHICAGO,IL,,60618,,C,NA,BEATRICE CO INC,,0,DENNIS GOTT,7085121157,,1.10001E+11,,41.94478,-87.70303,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60614MDCNT2717N,MIDCO INTERNATIONAL INC,2717 N GREENVIEW AVE,CHICAGO,COOK,17031,IL,60614,5,0,MIDCO INTL. INC.,4140 W. VICTORIA ST.,CHICAGO,IL,,60646,,C,NA,No US Parent,,0,ROBERT W. STACHO,3125493900,,1.10002E+11,,41.93117,-87.66592,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60608NTRRC2513W,INTERIOR CRAFTS INC,2513 W CULLERTON AVENUE,CHICAGO,COOK,17031,IL,60608,5,0,INTERIOR CRAFTS INC,2513 W CULLERTON AVENUE,CHICAGO,IL,,60608,,C,NA,No US Parent,,0,MICHAEL URSINI,7733768160,,1.10001E+11,,41.8546,-87.68935,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60609HYSNC4309S,HYSAN CORP,4309 S MORGAN ST,CHICAGO,COOK,17031,IL,606093399,5,0,HYSAN CORP.,3000 W. 139TH ST.,BLUE ISLAND,IL,,60406,,C,52485851,ENTECH SERVICES CORP,,0,JACK SMOTHERS,7085977770,,1.10011E+11,,41.81534,-87.65059,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60623BRSKN2407S,BRISKIN MANUFACTURING INC,2407 S KOLIN AVE,CHICAGO,COOK,17031,IL,60623,5,0,BRISKIN MANUFACTURING INC,2407 S KOLIN AVE,CHICAGO,IL,,60623,,C,NA,No US Parent,,0,BOB TAMBURRINO,7084960240,,1.1E+11,,41.847804,-87.732232,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
6061WSPHLT2835E,ASPHALT OPERATING SERVICES OF CHICAGO LLC,2835 E 106TH ST,CHICAGO,COOK,17031,IL,60617,5,0,ASPHALT OPERATING SERVICES OF CHICAGO LLC,2835 E 106TH ST,CHICAGO,IL,,60617,,C,,No US Parent,NA,0,ERIC DARLINGER,7732217200,EDARLINGER@AOSCHICAGO.NET,1.10046E+11,,41.70274,-87.555133,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60620RLBLG819WE,RELIABLE GALVANIZING,819 W 88TH ST,CHICAGO,COOK,17031,IL,60620,5,0,RELIABLE GALVANIZING,819 W 88TH ST,CHICAGO,IL,,60620,,C,,No US Parent,NA,0,MICHAEL EISNER,7736512500,MICHAEL@RELIABLEGALVANIZING.COM,1.1E+11,,41.73429,-87.644241,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60632WWHNR3233W,W W HENRY CO,3233 W 36TH ST,CHICAGO,COOK,17031,IL,60632,5,0,W W HENRY CO,3233 W 36TH ST,CHICAGO,IL,,60632,,C,1307792,ARMSTRONG WORLD INDUSTRIES INC,,0,,,,1.10002E+11,,41.828141,-87.705538,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60641BRKSS4404W,BROOKS SAUSAGE CO INC,4404 W BERTEAU AVE,CHICAGO,COOK,17031,IL,60641,5,1,BROOKS SAUSAGE CO INC,4404 W BERTEAU AVE,CHICAGO,IL,,60641,,C,NA,No US Parent,,0,WILLIAM J. DORST,4149470320,,1.10002E+11,,41.957119,-87.739456,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60616LLDMT2059S,ALLIED METAL CO,2059 S CANAL ST,CHICAGO,COOK,17031,IL,60616,5,0,ALLIED METAL CO,2059 S CANAL ST,CHICAGO,IL,,60616,,C,NA,No US Parent,,0,HAL JERNIGAN,7737720700,,1.1E+11,,41.854049,-87.638592,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60622MRCNR1919N,AMERICAN RACK CO,1919 N PAULINA ST,CHICAGO,COOK,17031,IL,60622,5,0,AMERICAN RACK CO,1919 N PAULINA ST,CHICAGO,IL,,60622,,C,NA,ASSOCIATED RACK CORP,,0,KYLE FAULMAN,3122762770,,1.10002E+11,,41.916307,-87.670285,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
6063WPRFRR45WES,PREFERRED FREEZER SERVICES OF CHICAGO II,4500 W ANN LURIE PL,CHICAGO,COOK,17031,IL,60632,5,0,PREFERRED FREEZER SERVICES OF CHICAGO II,4500 W ANN LURIE PL,CHICAGO,IL,,60632,,C,611934159,PREFERRED FREEZER SERVICES LLC,,0,WILLIAM SQUIRES,7732542502,WSQUIRES@PREFERREDFREEZER.COM,1.1004E+11,,41.81619,-87.735662,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60639MRCND4100W,AMERICAN DECAL & MANUFACTURING CO,4100 W FULLERTON AVE,CHICAGO,COOK,17031,IL,606392106,5,0,AMERICAN DECAL & MANUFACTURING CO,4100 W FULLERTON AVE,CHICAGO,IL,,60639-2106,,C,NA,No US Parent,,0,MANNY MISTICA,7734894700,,1.1E+11,,41.925209,-87.72944,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,82,EIS,,
60608PRDCT1550S,PRODUCE TERMINAL COLD STORAGE,1550 S BLUE ISLAND AVE,CHICAGO,COOK,17031,IL,60608,5,0,PRODUCE TERMINAL COLD STORAGE,1550 S BLUE ISLAND AVE,CHICAGO,IL,,60608,,C,NA,No US Parent,,0,FRANK ACOCELLA,3122263084,,1.10001E+11,,41.86045,-87.65894,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60644NDRSN824SO,ANDERSON SHUMAKER CO,824 S CENTRAL AVE,CHICAGO,COOK,17031,IL,606445599,5,0,ANDERSON SHUMAKER CO,824 S CENTRAL AVE,CHICAGO,IL,,60644-5599,,C,NA,No US Parent,,0,PETER JAWOROWSKI,7732870874,,1.1E+11,,41.869402,-87.766585,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,5,5,NAD83,1000,,17,EIS,,
60628NLNDM651EA,INLAND METALS REFINING CO,651 E 119TH ST,CHICAGO,COOK,17031,IL,60628,5,1,INLAND METALS REFINING CO,651 E 119TH ST,CHICAGO,IL,,60628,,C,NA,INLAND METALS REFINING CO,,0,RICHARD A. MULCAHY,3129286767,,1.10002E+11,,41.678292,-87.608958,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60628SHRWN11541,SHERWIN-WILLIAMS CO,11700 S COTTAGE GROVE,CHICAGO,COOK,17031,IL,60628,5,0,SHERWIN-WILLIAMS CO,11700 S COTTAGE GROVE,CHICAGO,IL,,60628,,C,4206397,THE SHERWIN-WILLIAMS CO,THE SHERWIN-WILLIAMS CO,0,R. SCOTT THOMAS,2165662182,RSTHOMAS@SHERWIN.COM,1.10008E+11,,41.682925,-87.606247,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
